chr2L	2883405	2883688	16
chr2L	736238	737447	60
chr2L	1375132	1376774	51
chr2L	2292235	2294035	76
chr2L	2850784	2851699	50
chr2L	11632491	11633665	50
chr2L	13925926	13927184	48
chr2L	16579698	16581578	116
chr2L	16988159	16990516	129
chr2L	17153408	17155333	94
chr2L	201007	201910	29
chr2L	322842	323478	45
chr2L	338324	338902	27
chr2L	914416	914854	22
chr2L	1414000	1415713	47
chr2L	1464411	1465605	58
chr2L	1482467	1483486	24
chr2L	1598712	1600701	67
chr2L	1925613	1927030	80
chr2L	1996279	1997702	55
chr2L	2303827	2306018	133
chr2L	2345174	2346151	50
chr2L	2508169	2508711	13
chr2L	2593863	2596102	120
chr2L	2602143	2602732	27
chr2L	2848519	2850011	91
chr2L	2835553	2836678	57
chr2L	3230904	3231712	33
chr2L	3398848	3399612	49
chr2L	3666566	3666819	2
chr2L	4141370	4143002	68
chr2L	4590093	4591121	27
chr2L	4636756	4638276	16
chr2L	4717454	4718370	34
chr2L	4705355	4706803	61
chr2L	5304267	5304650	17
chr2L	5643402	5644777	34
chr2L	5734785	5735896	41
chr2L	5958937	5959513	61
chr2L	6120995	6122355	81
chr2L	6404323	6405036	31
chr2L	6568298	6569185	21
chr2L	6579574	6581419	90
chr2L	7071196	7071626	18
chr2L	7100657	7101942	74
chr2L	7167417	7168596	55
chr2L	7284800	7285375	8
chr2L	7434295	7434853	28
chr2L	7693498	7694764	86
chr2L	7762181	7763420	62
chr2L	8339458	8340272	65
chr2L	8530141	8530707	31
chr2L	8901975	8903614	85
chr2L	8903710	8906080	96
chr2L	9601165	9601713	8
chr2L	9735233	9736306	68
chr2L	10077736	10079072	71
chr2L	10192401	10194030	88
chr2L	11256559	11258241	65
chr2L	11554021	11554887	23
chr2L	11568983	11572120	132
chr2L	11652746	11654314	94
chr2L	11786078	11787721	94
chr2L	11869867	11871112	50
chr2L	12077656	12078148	25
chr2L	12297630	12300367	106
chr2L	12391296	12392100	35
chr2L	12557639	12558273	16
chr2L	12635211	12635980	26
chr2L	12748508	12749418	55
chr2L	13205868	13207032	51
chr2L	13312993	13314525	90
chr2L	13473564	13474270	32
chr2L	13695077	13696026	25
chr2L	13727760	13728865	42
chr2L	13937378	13939204	80
chr2L	14008923	14009667	33
chr2L	14077190	14079810	126
chr2L	14613736	14614493	51
chr2L	14754579	14756957	157
chr2L	14787297	14790048	137
chr2L	14797248	14797984	20
chr2L	14824171	14825951	71
chr2L	14958677	14959382	20
chr2L	15003695	15004742	17
chr2L	15001236	15002145	57
chr2L	15155308	15156312	30
chr2L	15168608	15169222	58
chr2L	15172847	15173822	42
chr2L	15374419	15375181	20
chr2L	15455823	15456282	18
chr2L	15546263	15547144	67
chr2L	15784480	15785553	114
chr2L	15931225	15934009	156
chr2L	16075637	16077717	84
chr2L	16403679	16404860	35
chr2L	16567819	16568585	36
chr2L	16671731	16672449	55
chr2L	16986773	16987918	71
chr2L	17019680	17020626	41
chr2L	17057552	17058703	54
chr2L	17068171	17070833	104
chr2L	17307186	17308588	46
chr2L	17305630	17306098	14
chr2L	17332301	17332871	8
chr2L	17329034	17330513	57
chr2L	17641198	17641957	21
chr2L	17731954	17732867	31
chr2L	17971198	17972023	34
chr2L	18036748	18038215	65
chr2L	18071817	18074315	173
chr2L	18225296	18226955	76
chr2L	18232435	18234299	104
chr2L	18420676	18424144	140
chr2L	18482507	18483212	23
chr2L	18757519	18759314	51
chr2L	18769967	18771031	21
chr2L	18867448	18868316	24
chr2L	19177220	19177853	26
chr2L	19276174	19276792	17
chr2L	19634711	19636871	98
chr2L	19740809	19741321	95
chr2L	20074348	20074625	14
chr2L	20106642	20107235	137
chr2L	20173733	20173927	64
chr2L	20535491	20537195	99
chr2L	20969457	20970909	59
chr2L	21272729	21273890	129
chr2L	21402353	21402814	73
chr2L	21722577	21723200	28
chr2L	21733905	21734937	191
chr2L	21889935	21890649	25
chr2L	22304069	22306343	505
chr2L	22398842	22399361	0
chr2R	3685991	3686970	69
chr2R	4701582	4702486	62
chr2R	8961612	8962573	37
chr2R	12041906	12043614	96
chr2R	13121587	13124069	99
chrU	1615104	1615320	67
chr2RHet	732495	732737	28
chrU	1960951	1961142	4
chr2RHet	3106882	3107069	52
chr2RHet	3162031	3163195	259
chr2R	96608	96851	63
chr2R	562449	563133	165
chr2R	1974469	1975204	76
chr2R	2491867	2492799	51
chr2R	2812530	2814066	52
chr2R	2900481	2901145	52
chr2R	3214738	3215615	30
chr2R	3281104	3282195	90
chr2R	3872951	3873695	17
chr2R	4041699	4043013	53
chr2R	4347162	4348238	59
chr2R	4463369	4464408	47
chr2R	4472908	4474284	104
chr2R	4664565	4665364	37
chr2R	4711827	4713320	51
chr2R	4709143	4709493	20
chr2R	5230430	5231918	73
chr2R	5237119	5238493	55
chr2R	5266545	5269475	166
chr2R	5334074	5334860	38
chr2R	5484545	5485091	26
chr2R	5502174	5503323	50
chr2R	5572462	5573568	101
chr2R	5792070	5793489	94
chr2R	5969489	5970289	29
chr2R	6201970	6202746	15
chr2R	6245152	6246362	41
chr2R	6605817	6606363	10
chr2R	6647044	6647703	51
chr2R	6966509	6967222	36
chr2R	7040373	7041588	58
chr2R	7163502	7164215	35
chr2R	7366287	7366959	14
chr2R	7427831	7428478	24
chr2R	7871953	7872332	19
chr2R	8094315	8095384	42
chr2R	8384497	8385259	39
chr2R	8372341	8374142	69
chr2R	8508631	8510638	45
chr2R	9399838	9401706	60
chr2R	9418047	9419040	70
chr2R	9624801	9625950	34
chr2R	9659114	9660091	38
chr2R	9700822	9702234	65
chr2R	9924269	9924738	10
chr2R	10105038	10105602	21
chr2R	10369261	10369978	42
chr2R	10797065	10797915	52
chr2R	12325932	12328274	98
chr2R	12345718	12346542	20
chr2R	12389819	12390422	20
chr2R	12581112	12582181	52
chr2R	12599227	12599963	23
chr2R	12616790	12617832	55
chr2R	12816596	12817731	51
chr2R	13071094	13071679	6
chr2R	13178093	13178798	25
chr2R	13206815	13207894	31
chr2R	13508781	13509922	44
chr2R	13522783	13523877	23
chr2R	13535856	13536645	36
chr2R	13791626	13794410	109
chr2R	13796426	13796666	3
chr2R	13804224	13805647	85
chr2R	13871577	13872185	31
chr2R	14534875	14535439	35
chr2R	14662127	14662634	21
chr2R	14699229	14700256	56
chr2R	14779689	14781015	51
chr2R	14938613	14940166	66
chr2R	14956938	14958157	33
chr2R	14966829	14968816	78
chr2R	15101079	15102768	61
chr2R	15216969	15217837	39
chr2R	16111846	16112437	21
chr2R	16203248	16203619	34
chr2R	16245664	16247056	47
chr2R	16323065	16323994	31
chr2R	16345558	16346107	12
chr2R	16534369	16537467	100
chr2R	16642330	16643713	48
chr2R	17139120	17139467	53
chr2R	17162835	17163442	27
chr2R	17267672	17268221	25
chr2R	17277293	17278129	45
chr2R	17294997	17297618	118
chr2R	17400547	17402866	71
chr2R	17688685	17689263	15
chr2R	18323055	18324180	49
chr2R	18334544	18335775	51
chr2R	18615020	18616053	23
chr2R	18865982	18866812	107
chr2R	19182739	19184397	74
chr2R	19230488	19231263	55
chr2R	19356477	19357781	71
chr2R	19649234	19650324	26
chr2R	19680278	19681165	48
chr2R	19891351	19892071	41
chr2R	20050499	20051396	0
