chrX	13270685	13271991	12.576887	27	0.00935291086275988
chrX	2741962	2742594	11.71981402	13	0.00935291086275988
chrX	6745642	6747000	8.74624242200001	22	0.00935291086275988
chrX	19624572	19625240	7.210580275	13	0.00935291086275988
chr2L	21672611	21673068	6.22073388	17	0.00935291086275988
chr2R	2784803	2785752	9.32900278499999	57	0.00935291086275988
chr2R	12417925	12418483	9.311947508	20	0.00935291086275988
chr3L	12260177	12260906	7.302872148	14	0.00935291086275988
chr3L	19537156	19538658	14.29599313	39	0.00935291086275988
chr3L	22599677	22600110	5.640728346	10	0.00935291086275988
chr3R	18348744	18350570	17.7845909909	45	0.00935291086275988
chr3R	15783484	15785234	13.54604124	40	0.00935291086275988
chr3R	17010497	17011792	12.5256856968	37	0.00935291086275988
chr2L	12158176	12159375	8.453732951	28	0.0101323201013232
chr2L	18818191	18818843	12.968418074	28	0.0101323201013232
chr2L	20998644	20999480	7.424609604	25	0.0101323201013232
chr3L	1394389	1395179	6.78371548	14	0.0101323201013232
chr3L	16182888	16183815	10.070395889	18	0.0101323201013232
chr3L	19289272	19289793	6.033646581	15	0.0101323201013232
chr3R	7022060	7024615	13.926008329	52	0.0101323201013232
chr3R	7165295	7166392	11.212576995	29	0.0101323201013232
chr2L	6256465	6257431	8.21864181499999	29	0.0101323201013232
chr3R	19785341	19785956	7.449789996	13	0.0101323201013232
chr3R	25223611	25224358	8.19267961	12	0.0101323201013232
chrX	9896934	9898208	9.052872009	16	0.0130272687017013
chr2R	13492165	13493877	9.48133276700001	40	0.0130272687017013
chr2L	5604195	5605955	8.858885781	32	0.0130272687017013
chr3R	14702598	14704163	8.60247541	22	0.0130272687017013
chr3R	28745313	28746776	11.175056369	28	0.013816800138168
chrX	2709648	2710328	5.313618699	11	0.013816800138168
chrX	14907999	14908758	6.075646549	18	0.013816800138168
chr2L	146216	147231	7.00189333	23	0.013816800138168
chr2L	991665	994802	9.913116696	48	0.013816800138168
chr3R	4630419	4633860	18.731853262	75	0.013816800138168
chr3R	17358628	17359903	6.030454612	9	0.013816800138168
chrX	6334321	6335070	7.7764126462	19	0.013816800138168
chr2L	9341258	9342218	9.44071208599999	23	0.013816800138168
chr2R	6704761	6705411	6.28570342	16	0.013816800138168
chr3L	17124588	17125091	6.39406464	14	0.013816800138168
chr3R	5944178	5945790	7.72361224	28	0.013816800138168
chr3R	11810891	11811773	6.11084445	11	0.013816800138168
chr2L	6017472	6018818	7.60689764	21	0.013816800138168
chr3R	14836084	14837216	8.018714086	21	0.013816800138168
chr3R	25305720	25306451	6.116152794	25	0.013816800138168
chr3R	30304464	30305301	7.46737101401	24	0.0155218520701121
chr2R	19299838	19300488	3.967088259	13	0.0155218520701121
chr3R	24482470	24482886	5.641219769	6	0.0155218520701121
chr3L	9260884	9262361	7.140091396	21	0.0173696916022683
chr3R	26896437	26898179	10.5619071493	35	0.0173696916022683
chr2L	19926315	19927388	6.758518475	20	0.0183528816929628
chr2R	7014005	7014731	6.72349122499999	19	0.0183528816929628
chr3L	10442214	10443171	5.627512999	8	0.0183528816929628
chr3R	25241205	25241693	5.42461707	10	0.0183528816929628
chr2R	16139936	16140391	5.74764414	17	0.0202646402026464
chr2L	9359317	9361463	9.02270806000001	60	0.0209634208992894
chr3R	14827278	14829213	9.7864441172	32	0.0209634208992894
chr3R	7713691	7716701	11.2362574129	63	0.0209634208992894
chr3R	12152605	12153077	4.29571856	6	0.0209634208992894
chr3L	3763044	3763456	7.964684034	16	0.022291104222911
chr3R	7856434	7857832	8.185875721	20	0.022291104222911
chr2L	13048658	13049831	6.164477509	24	0.0239189195834515
chr3L	17398875	17400536	8.387180599	30	0.0243175682431757
chr3R	6262574	6263512	8.548127889	29	0.0243175682431757
chr3R	10951560	10952884	8.119430369	24	0.0243175682431757
chr3R	23724845	23725266	4.341326332	10	0.0243175682431757
chrX	22995976	22996324	5.6517042947	20	0.0246699967684391
chr2R	16019591	16021164	4.915256719	22	0.0246699967684391
chr3R	12925969	12926436	3.188549199	6	0.0246699967684391
chr3R	26929469	26930642	7.97994859	29	0.0246699967684391
chr3L	19161399	19161972	5.58998544	8	0.0260545374034025
chr2R	11216355	11216657	2.25441483	3	0.0287082402870824
chr3L	27863706	27866485	13.8980922985	147	0.0287082402870824
chr3R	23264907	23266726	7.313490494	33	0.0299805635874769
chrX	5185432	5187108	9.106289463	28	0.0303969603039696
chr3L	18650406	18651730	8.02917753100001	33	0.0303969603039696
chr3R	14134660	14135749	5.721622552	24	0.0303969603039696
chr2L	8494679	8495419	4.611118885	14	0.0307817319533869
chrX	4611989	4613022	6.43661708	21	0.0307817319533869
chrX	17836110	17837761	7.164224227	27	0.0307817319533869
chr2L	15984578	15986903	10.096997231	40	0.0311383495796762
chr3L	21063684	21064142	3.72085971	5	0.0311383495796762
chr3L	25668180	25670237	14.402236925	103	0.0311383495796762
chr2R	9427835	9428346	4.5727125985	15	0.0336930162405446
chr3L	1823619	1824430	4.96596428	18	0.0347393832045367
chrX	3547557	3549586	9.865915283	50	0.034939034832149
chrX	18354658	18355040	3.89038778	7	0.034939034832149
chr2L	5688003	5689367	7.65119268683	26	0.034939034832149
chrX	16756974	16758366	7.927720872	23	0.0355200435012678
chr3R	18312634	18312845	3.00533177	3	0.0355200435012678
chr2L	15652738	15653127	3.12226951	6	0.0360755133277881
chr3R	16446510	16448194	6.53524446	27	0.0360755133277881
chrX	985515	986677	6.379512399	22	0.0366070919789741
chr2R	19405156	19407084	8.88241178700001	31	0.0366070919789741
chr2R	9031704	9033319	5.90259914800001	26	0.0371162883711629
chr2R	19338745	19339615	5.19575089	7	0.0371162883711629
chr3L	11290109	11290678	4.61679837	16	0.037604486973983
chr3R	19138675	19139943	6.671524523	21	0.037604486973983
chrX	18293807	18294526	4.026024039	12	0.0397021522337562
chr3L	12362201	12363166	4.628345064	16	0.0417574404175744
chrX	16569936	16572093	6.48558785219999	42	0.0420880988824194
chr2L	6313928	6315088	6.56280868	18	0.0420880988824194
chr2L	9159689	9160566	5.354149079	14	0.0420880988824194
chr3L	4488090	4489943	6.0894991289	23	0.0420880988824194
chr2L	6188032	6189088	6.165113858	21	0.0420880988824194
chrX	1967198	1967573	2.28956161	7	0.0424410389149764
chr3R	13740821	13743162	6.398001132	50	0.0424410389149764
chr3L	19434609	19435980	5.618231588	33	0.0431807286561064
chr3R	11126028	11127158	7.4881557348	45	0.0435039064900849
chr3R	18015807	18017062	6.634849907	19	0.0435039064900849
chrX	13209293	13209828	2.37531621	2	0.0442137604421376
chr3L	7785874	7786728	5.348934683	12	0.044910824232892
chr3L	4420352	4420922	3.037185369	4	0.0455954404559544
chrX	17112484	17113187	5.340093745	10	0.0462234768258711
chr2L	15819808	15820783	5.310031391	12	0.0462234768258711
chr2R	8466998	8469638	7.00745812099999	45	0.0462234768258711
chrX	1618480	1619420	3.05384254	6	0.0462234768258711
chr2L	19506007	19507242	4.439316923	10	0.0462234768258711
chr3L	21659520	21661220	11.01131283614	55	0.0462234768258711
chr2L	2865838	2866229	2.301680172	9	0.0462234768258711
chr3R	10796155	10798898	17.45706593327	111	0.0462234768258711
chr3R	14174846	14177566	7.081188103	49	0.0462234768258711
chr3L	23987034	23987838	13.2240514	45	0.0468412175175925
chr2L	23319784	23320439	4.093950306	19	0.0480468082224036
chr3R	10130474	10131649	5.429101632	23	0.0480468082224036
chrX	9144791	9145618	6.97309157	23	0.049214126206427
chr3R	14450844	14452482	3.24878503986	28	0.049214126206427
chr2L	22044365	22045434	5.69746091	12	0.0513370885133709
chr2L	4917773	4918179	4.693165171	10	0.0513370885133709
chr3R	19872927	19874264	4.330796338	19	0.0513370885133709
chr2L	10111977	10112950	5.523851149	23	0.0513370885133709
chrX	3359975	3361121	11.133237212	34	0.0513370885133709
chr2R	1372345	1374320	14.17485038	55	0.0513370885133709
chr3L	21921752	21922532	3.907997696	11	0.0513370885133709
chr3L	26326352	26326780	4.847183649	21	0.0513370885133709
chr3R	21697043	21697966	5.10539581	17	0.0513370885133709
chr2L	14607942	14609126	3.84582789	11	0.0523626469469841
chr3L	18877822	18879724	5.628245273	21	0.0523626469469841
chr2L	3516941	3517660	3.759834284	12	0.0524839602370698
chr2L	5055876	5056413	2.8932742	8	0.0524839602370698
chrX	12504941	12505416	4.293221692	12	0.0527947205279472
chr2L	15422049	15422783	4.614502603	13	0.0527947205279472
chr3L	2518413	2519662	7.125293541	23	0.0527947205279472
chrX	11419827	11420294	3.265353045	8	0.0527947205279472
chr2L	19561424	19561930	4.06525301	24	0.0527947205279472
chr3R	13601506	13602893	3.834730748	20	0.0527947205279472
chrX	8785620	8786262	2.78308558	3	0.0527947205279472
chrX	17688415	17689239	3.64875712986	26	0.0527947205279472
chr2R	24010697	24011721	3.82376854	13	0.0527947205279472
chr3L	2207418	2208545	5.19279309	20	0.0527947205279472
chrX	9343867	9345308	5.482088918	34	0.0527947205279472
chr3L	18634469	18635442	6.057163369	16	0.0527947205279472
chr3R	18337939	18339770	5.725221582	38	0.0527947205279472
chr2R	15520356	15522479	6.837071453	34	0.0548337323130432
chr3L	20524410	20525430	6.859647927	25	0.055267200552672
chr3R	13900405	13900870	2.32199441	7	0.0554744525547445
chr2L	6026106	6027565	6.161728445	32	0.0554744525547445
chrX	9345339	9347673	7.6936227815	49	0.0554744525547445
chrX	12219478	12220259	3.82708206	6	0.0554744525547445
chr2R	10282350	10283352	2.89197476	12	0.0554744525547445
chr2R	11499725	11500676	6.3081650136	27	0.0554744525547445
chr2R	6032814	6033532	4.594707253	21	0.0558850947203416
chr2R	11097647	11099712	6.0872986101	26	0.0567409925674099
chr2R	6848097	6849161	5.4710112878	22	0.0567409925674099
chr2R	12738870	12741549	6.457733972	49	0.0567409925674099
chr3R	22672453	22672850	2.620738171	4	0.0567409925674099
chr2R	16877758	16878514	4.712567291	24	0.056883200568832
chr3R	21209950	21210486	3.46137371	14	0.056883200568832
chrX	1263136	1264198	3.43378519	19	0.056883200568832
chrX	5884431	5885075	2.40183875	20	0.056883200568832
chr2L	6757407	6758909	4.691305036	34	0.056883200568832
chr3R	19207401	19208614	5.37808452	23	0.056883200568832
chr4	1034260	1035671	7.569023874	32	0.0576312310965435
chr3L	8948037	8948830	3.243099783	10	0.0576312310965435
chr3L	3923600	3924538	2.6618349	20	0.0579987978213673
chr3L	16652015	16653464	5.666790273	40	0.0583621637836216
chr2L	14750153	14751783	5.673722707	24	0.0594122405941224
chr3L	15991283	15994537	6.83243171	25	0.0597635151739063
chr2L	9529683	9532123	8.451745068	57	0.0607939206079392
chr2L	20389699	20390938	3.5823041822	21	0.0607939206079392
chr3R	8884817	8886590	8.35477687	50	0.0607939206079392
chrX	16878116	16879130	8.1330162008	17	0.0611297986223477
chr2L	17538571	17540124	4.626900603	22	0.061779767969149
chr3R	23713624	23715401	7.693753146	35	0.061779767969149
chr3L	12359243	12361960	7.072090252	52	0.061779767969149
chr3R	10184911	10186811	4.110169504	31	0.061779767969149
chr3L	16238764	16240672	5.380546729	26	0.0627137286271373
chrX	5814432	5815450	3.583357345	32	0.0627137286271373
chrX	16490839	16491514	4.814464654	8	0.0627137286271373
chr2L	9498093	9499176	4.484294068	11	0.0627137286271373
chr3R	26455188	26455843	3.408313344	21	0.0627137286271373
chr3L	20174532	20179356	7.94212515	83	0.0629988814590043
chr2L	2371827	2372365	3.16309749	11	0.0629988814590043
chr3R	20505768	20507849	6.57360436	20	0.0629988814590043
chrX	9633968	9635089	4.652034248	27	0.0642233212576178
chr2R	7838521	7840515	3.634246489	34	0.0642233212576178
chr2L	13881436	13882408	3.9676976331	13	0.0657566896371587
chr2R	19198454	19199580	4.97498173	22	0.0666572936614968
chr4	963381	964675	4.69576461486	30	0.0672093594660634
chr3L	11156130	11157438	3.760159454	32	0.0672093594660634
chr3L	10602613	10603646	3.7637465491	13	0.0674812518748125
chr3L	1715079	1716523	7.8707084965	42	0.0677504388864596
chr3R	20048337	20050997	6.81348813300001	63	0.0679461465618144
chr3R	30743868	30744855	4.38014979	22	0.0679461465618144
chr3R	8115236	8115598	2.335218857	10	0.0679461465618144
